,temp,weather,market_value_diff,form_goal_diff,form_win_diff,HF_AD,HF_AG,HM_AM,HD_AF,HG_AF,best_player_diff,worst_player_diff,variance_players_diff,age_diff,goal_diff
702,22,Clear,-415800000,-1.0,-0.40000000000000013,-10.34595959595957,-20.777777777777757,-10.027777777777786,-1.956841138659314,-3.194444444444443,-10.0,-14.0,-3.849917355371902,2.1418181818181843,-4
703,5,Cloudy,-449590000,0.8,0.40000000000000013,-10.285353535353536,-19.944444444444443,-5.033333333333331,-10.087121212121218,-1.5416666666666714,-2.0,-13.0,6.450247933884297,-3.145454545454548,1
704,16,Cloudy,-502620000,-0.4,-0.20000000000000018,-10.732323232323239,-20.277777777777786,-6.277777777777786,-8.984848484848484,-6.666666666666671,-9.0,-16.0,7.09090909090909,0.7272727272727266,-1
705,5,Cloudy,118080000,-1.4,-1.7999999999999998,6.695075757575765,-4.395833333333329,3.0138888888888857,1.5530303030303116,5.416666666666671,6.0,5.0,-3.0909090909090917,1.7272727272727266,0
706,18,Cloudy,-349470000,-2.8000000000000003,-1.6,-7.818181818181813,-18.25,-10.465277777777786,-4.959595959595973,5.722222222222214,-4.0,-13.0,8.661157024793383,3.3636363636363633,1
707,5,Clear,-604890000,-0.7999999999999999,0.0,-4.071969696969688,-9.958333333333329,-7.305555555555571,-12.823232323232318,-7.2777777777777715,-14.0,-6.0,-12.052341597796147,0.2121212121212146,-3
708,13,Cloudy,-445320000,1.7999999999999998,0.8,0.9121212121212068,-5.88333333333334,-3.125,-11.492424242424235,-4.833333333333329,-10.0,-4.0,-14.160468319559232,-2.6111111111111107,0
709,17,Cloudy,-549940000,-0.3999999999999997,-0.3999999999999999,1.063131313131322,-10.027777777777771,-7.666666666666671,-5.573232323232318,0.055555555555557135,-9.0,-12.0,7.338842975206612,-0.2727272727272734,0
710,14,Cloudy,-621090000,-0.4,0.19999999999999996,-10.386363636363626,-17.25,-5.333333333333329,-15.969696969696969,-9.333333333333329,-16.0,-7.0,-15.950413223140501,-3.5454545454545467,-3
711,10,Cloudy,-410620000,-1.7999999999999998,-1.4,-3.9734848484848584,-10.791666666666671,-15.500000000000007,-6.699494949494948,0.7777777777777857,-9.0,-21.0,30.347107438016526,-1.4545454545454568,0
