,goals_for,goals_against,team,game_id,date
139,0,2,Brighton & Hove Albion,13,14Apr
140,3,3,Liverpool,14,12Aug
141,1,1,Liverpool,14,02Aug
142,0,3,Liverpool,14,01Aug
143,,,Liverpool,14,19Jul
144,3,0,Liverpool,14,21May
145,,,Crystal Palace,14,19Jul
146,2,0,Crystal Palace,14,21May
147,4,0,Crystal Palace,14,14May
148,5,0,Crystal Palace,14,06May
149,0,2,Crystal Palace,14,29Apr
150,0,1,Southampton,15,21May
151,0,0,Southampton,15,17May
152,1,2,Southampton,15,13May
153,0,2,Southampton,15,10May
154,0,0,Southampton,15,07May
155,4,0,West Ham United,15,13Aug
156,1,2,West Ham United,15,21May
157,0,4,West Ham United,15,14May
158,1,0,West Ham United,15,05May
159,0,0,West Ham United,15,29Apr
160,0,1,Stoke City,16,21May
161,1,4,Stoke City,16,13May
162,2,2,Stoke City,16,06May
163,0,0,Stoke City,16,29Apr
164,2,0,Stoke City,16,22Apr
165,1,1,Arsenal,16,06Aug
166,1,2,Arsenal,16,30Jul
167,5,2,Arsenal,16,29Jul
168,1,1,Arsenal,16,19Jul
169,2,1,Arsenal,16,27May
170,0,0,Huddersfield Town,17,29May
171,1,1,Huddersfield Town,17,17May
172,0,0,Huddersfield Town,17,14May
173,0,3,Huddersfield Town,17,07May
174,2,0,Huddersfield Town,17,29Apr
175,3,0,Newcastle United,17,07May
176,0,2,Newcastle United,17,28Apr
177,4,1,Newcastle United,17,24Apr
178,3,1,Newcastle United,17,17Apr
179,1,1,Newcastle United,17,14Apr
180,0,2,Tottenham Hotspur,18,13Aug
181,3,0,Tottenham Hotspur,18,29Jul
182,2,3,Tottenham Hotspur,18,25Jul
183,2,4,Tottenham Hotspur,18,22Jul
184,1,7,Tottenham Hotspur,18,21May
185,2,3,Chelsea,18,12Aug
186,1,1,Chelsea,18,06Aug
187,1,2,Chelsea,18,29Jul
188,2,3,Chelsea,18,25Jul
189,2,1,Chelsea,18,27May
190,0,2,Manchester City,19,12Aug
191,3,0,Manchester City,19,29Jul
192,4,1,Manchester City,19,26Jul
193,2,0,Manchester City,19,20Jul
194,0,5,Manchester City,19,21May
195,2,1,Everton,19,15Aug
196,1,0,Everton,19,12Aug
197,0,1,Everton,19,03Aug
198,1,0,Everton,19,27Jul
199,3,1,Everton,19,21May
200,0,2,Bournemouth,20,19Aug
201,1,0,Bournemouth,20,12Aug
202,1,1,Bournemouth,20,21May
203,2,1,Bournemouth,20,13May
204,2,2,Bournemouth,20,06May
205,1,1,Manchester City,20,15Aug
206,0,2,Manchester City,20,12Aug
207,3,0,Manchester City,20,29Jul
208,4,1,Manchester City,20,26Jul
209,2,0,Manchester City,20,20Jul
210,1,0,Crystal Palace,21,19Aug
211,0,3,Crystal Palace,21,12Aug
212,,,Crystal Palace,21,19Jul
213,2,0,Crystal Palace,21,21May
214,4,0,Crystal Palace,21,14May
215,0,4,Swansea City,21,19Aug
216,1,2,Swansea City,21,15Aug
217,0,0,Swansea City,21,12Aug
218,2,1,Swansea City,21,21May
219,0,2,Swansea City,21,13May
220,1,0,Huddersfield Town,22,20Aug
221,0,3,Huddersfield Town,22,12Aug
222,0,0,Huddersfield Town,22,29May
223,1,1,Huddersfield Town,22,17May
224,0,0,Huddersfield Town,22,14May
225,3,2,Southampton,22,19Aug
226,0,0,Southampton,22,12Aug
227,0,1,Southampton,22,21May
228,0,0,Southampton,22,17May
229,1,2,Southampton,22,13May
230,1,0,Newcastle United,23,20Aug
231,0,2,Newcastle United,23,13Aug
232,3,0,Newcastle United,23,07May
233,0,2,Newcastle United,23,28Apr
234,4,1,Newcastle United,23,24Apr
235,3,2,West Ham United,23,19Aug
236,2,3,West Ham United,23,15Aug
237,4,0,West Ham United,23,13Aug
238,1,2,West Ham United,23,21May
239,0,4,West Ham United,23,14May
240,0,2,Watford,24,19Aug
241,3,3,Watford,24,12Aug
242,0,5,Watford,24,21May
243,4,3,Watford,24,15May
244,1,0,Watford,24,12May
245,2,0,Brighton & Hove Albion,24,19Aug
246,0,2,Brighton & Hove Albion,24,12Aug
247,1,1,Brighton & Hove Albion,24,07May
248,0,1,Brighton & Hove Albion,24,29Apr
249,2,0,Brighton & Hove Albion,24,21Apr
