,name,age,position,ovr_rating,pot_rating
26,Mano,27,RB,68,69
27,Denis Petric,26,GK,68,73
28,Eduardo Herrera,26,ST,68,70
29,Bart Biemans,26,CB,68,71
0,Hal Robson-Kanu,25,STLM,68,73
1,Eric Lichaj,25,RBLB,68,73
2,Song Jin Hyung,27,CAMCDMRMCM,68,72
3,Jay Emmanuel-Thomas,23,CFRWST,68,75
4,Lasse Vibe,27,STRM,68,69
5,Jeffrey Sarpong,26,LWCAM,68,70
6,Richard Sukuta-Pasu,24,STCAM,68,72
7,Alexandre Cuvillier,28,LMCAMLW,68,72
8,Dirk Marcellis,26,RB,68,70
9,Simon Terodde,26,ST,68,72
10,Alexander Grünwald,25,CMCAMCDM,68,71
11,Jens Grahl,25,GK,68,72
12,Dario Vidosic,27,CAMRWLW,68,74
13,Petar Zanev,28,LB,68,71
14,Claudio Beauvue,26,RMLM,68,71
15,Paul Alo'o Efoulou,30,ST,68,68
16,Thorsten Kirschbaum,27,GK,68,72
17,Bruno China,32,CDMCM,68,68
18,Rúben Ribeiro,27,RWCAM,68,73
19,Gaetano Berardi,26,RB,68,74
20,Julian Palmieri,27,LBLM,68,73
21,Léo Gago,31,CDMCM,68,68
22,Alexandru Epureanu,27,CBCDM,68,72
23,Krisztián Németh,25,ST,68,72
24,Sergio Escudero,26,LMSTLWCAM,68,70
25,Jakob Johansson,24,CMCDM,68,75
26,Michael Almebäck,26,CBRB,68,71
27,Aleksandrs Cauņa,26,CMCDMLM,68,75
28,Elicarlos,29,CDMCM,68,70
29,Tobias Levels,27,RBCB,68,68
0,Lulinha,24,ST,68,75
1,David Braz,27,CB,68,73
2,Michel Morganella,25,RMRB,68,73
3,Luis Robles,30,GK,68,68
4,Leandro Grimi,29,LBCB,68,68
5,Miguel Samudio,28,LB,68,74
6,Søren Rieks,27,CAMLM,68,70
7,George Boyd,28,LMCAMST,68,69
8,Harmeet Singh,23,CMCDM,68,75
9,Veselin Minev,33,LBCB,68,68
10,Tommaso Bianchi,25,CM,68,75
11,Luigi Vitale,26,LMLB,68,74
12,Flavio Lazzari,28,LWCAM,68,70
13,Charlie Mulgrew,28,LMCMCBCDM,68,70
14,Scott Arfield,25,RMLM,68,69
15,Chris Kum,29,CBLBRB,68,68
16,Kim André Madsen,25,CB,68,72
17,Seth De Witte,26,CDMCB,68,71
18,Marko Lomić,31,LB,68,68
19,Diego Viana,31,ST,68,68
20,Gabriel Obertan,25,RMLM,68,72
21,Dani,32,CDMCM,68,68
22,Erik Jendrišek,27,CFSTLM,68,69
23,Felipe Garcia,26,GK,68,75
24,Magnus Lekven,26,CM,68,73
25,Yves De Winter,27,GK,68,68
26,Daniele Paponi,26,ST,68,71
27,Baye Djiby Fall,29,STCF,68,68
28,Heinz Barmettler,27,CBCDMRB,68,71
29,Ángel,27,STCF,68,73
0,Adil Chihi,26,RMLMCAM,68,72
1,Timothy Derijck,27,CB,68,69
2,Zafer Yelen,28,CAMCFCM,68,70
3,Bernd Nehrig,27,RB,68,71
4,Ludovic Baal,28,LBCMLM,68,69
5,Barış Özbek,28,CDMCMRM,68,71
6,Mark Milligan,29,CDMCB,68,69
7,Cristián Canío,33,CAMCFST,68,68
8,Luis Pedro Figueroa,31,RWRMRB,68,68
9,Daniel Larsson,27,RMLMCAMST,68,73
10,Marcus Pedersen,24,ST,68,73
11,José Moreno,33,ST,68,68
12,Julian Viáfara,36,GK,68,68
13,Bréiner Castillo,36,GK,68,68
14,Ramon,31,CAMCM,68,68
15,Lima,29,CBCDM,68,71
16,Yeom Ki Hun,31,LWCAMLM,68,68
17,Ritchie De Laet,25,RBRWB,68,75
18,Jérémy Choplin,29,CB,68,70
19,Rui Miguel,30,CAMCM,68,68
20,Kevin McDonald,25,CM,68,73
21,Jorge Guagua,32,CB,68,68
22,Didier Ovono Ebang,31,GK,68,68
23,Jimmy Kébé,30,RM,68,68
24,Siyabonga Nkosi,33,CAMCMCF,68,68
25,Siboniso Gaxa,30,RBLB,68,68
26,Server Djeparov,31,CAMLMCMRM,68,68
27,Neal Eardley,25,RBRMRWB,68,73
28,Stephen Quinn,28,CMLM,68,70
29,Jason Pearce,26,CB,68,70
0,Cristiano Del Grosso,31,LBLM,68,68
1,Antonino Barillà,26,LMCM,68,72
2,Alexandre Bonnet,27,LM,68,72
3,Lewis Grabban,26,STRM,68,70
4,Crespo,27,RBRM,68,70
5,Enzo Gutiérrez,28,STCFLWCAM,68,68
6,Luis Manuel Seijas,28,LM,68,68
7,Michael Lumb,26,LBLM,68,72
8,Brian Hamalainen,25,LB,68,70
9,Aniello Cutolo,31,RWLWCF,68,68
10,Gertjan De Mets,27,CDMCM,68,70
11,Joey van den Berg,28,CDMCB,68,68
12,Wesley Verhoek,27,RWLW,68,69
13,Jonathan Pereira,27,ST,68,70
14,Kevin Lejeune,29,LM,68,68
15,Iván Borghello,31,ST,68,68
16,Ján Mucha,31,GK,68,68
17,Thomas Enevoldsen,27,LM,68,72
18,Rafael Figueroa,31,CB,68,68
19,Dimas,31,CMCDM,68,68
20,Óscar Díaz,30,STLM,68,68
21,Carpio,30,RBLB,68,68
22,David Forde,34,GK,68,68
23,Rogelio Chávez,29,RBRWBCDM,68,68
24,David Rodríguez,28,STLWRWLM,68,68
25,Mané,32,LB,68,68
26,Yann Kermorgant,32,ST,68,68
27,David Cotterill,26,RMLMCAM,68,72
28,Felix Bastians,26,LBCBLM,68,73
29,Ben Turner,26,CB,68,72
0,Michael McGlinchey,27,RMLMCAM,68,73
1,André Bahia,30,CB,68,68
2,Edgar Hernández,32,GK,68,68
3,Torsten Oehrl,28,STCAM,68,68
4,Francesco Valiani,33,CAMCMCF,68,68
5,Andreas Ulmer,28,LB,68,70
6,Roy Contout,29,RMLMST,68,68
7,Sylvan Ebanks-Blake,28,ST,68,68
8,Diego Guastavino,30,CAMRMLM,68,68
9,Martin Jakubko,34,ST,68,68
10,Sebastien Le Toux,30,RWRM,68,68
11,Rob Elliot,28,GK,68,71
12,Scott Loach,26,GK,68,71
13,Magnus Troest,27,CB,68,73
14,Adrián Aldrete,26,CBLBLWB,68,74
15,Denni Avdić,26,ST,68,70
16,Cristian Llama,28,LMLBCM,68,70
17,Alexandru Gaţcan,30,CDM,68,68
18,Ilya Maximov,27,CAMCM,68,72
19,Eduardo Lobos,33,GK,68,68
20,Vladimir Marín,34,LB,68,68
21,Ju Young Park,29,STCAM,68,68
22,Walter Acevedo,28,CDMCM,68,69
23,Franco Niell,31,ST,68,68
24,Nicolás Navarro,29,GK,68,68
25,Angelo,33,RMRB,68,68
26,Cédric Cambon,27,CBCDM,68,71
27,Florian Marange,28,LBCB,68,68
28,Jack Hobbs,26,CB,68,73
29,Craig Davies,28,STCF,68,68
0,Dorin Goian,33,CBLB,68,68
1,Bănel Nicoliţă,29,RM,68,68
2,Sebastian Freis,29,STRM,68,68
3,Jeff Larentowicz,31,CDMCB,68,68
4,Will Johnson,27,CMCDM,68,69
5,Roger,29,STCF,68,68
6,Sergio,28,GK,68,72
7,Marc Tierney,29,LB,68,68
8,Behrang Safari,29,LB,68,68
9,Andrew Crofts,30,CMCDM,68,68
10,Tim Matthys,30,RM,68,68
11,Benoît Angbwa,32,RB,68,68
12,Nereo Champagne,29,GK,68,69
13,Donovan Ricketts,37,GK,68,68
14,Oleg Ivanov,28,CAMCDMCM,68,74
15,Michael Jakobsen,28,CBLB,68,72
16,Nick van der Velden,32,CMRW,68,68
17,Luke Moore,28,ST,68,68
18,Ghislain Gimbert,29,ST,68,68
19,Calìl,30,CAMLM,68,68
20,Markus Berger,29,CBRB,68,71
21,Piotr Leciejewski,29,GK,68,68
22,Carlos Bueno,34,STCF,68,68
23,Adrianinho,34,CAM,68,68
24,Timofey Kalachev,33,RMLMCAM,68,68
25,Sergey Kornilenko,31,ST,68,68
26,Gerardo RodríguezL,29,LBLWBLM,68,68
27,Sölvi Ottesen,30,CBRB,68,68
28,Gianni Munari,31,CMCDM,68,68
29,Davide Zoboli,32,CB,68,68
0,Peter Larsson,30,CB,68,68
1,Ciro Polito,35,GK,68,68
2,Hernán Boyero,34,ST,68,68
3,Rodrigo Defendi,28,CB,68,70
4,Enis Alushi,28,CDMCM,68,70
5,Alejandro Castro,27,CDMCBRB,68,72
6,Ezequiel Miralles,31,ST,68,68
7,Joël Sami,29,CBRB,68,68
8,Ken Reichel,27,LB,68,70
9,Nana Asare,28,LBLM,68,69
10,Sanel Jahic,32,CBCDMCMRB,68,68
11,Michael Parensen,28,CDMLB,68,69
12,Florian Mohr,30,CBCDM,68,68
13,Edmond Kapllani,32,ST,68,68
14,Besart Berisha,29,ST,68,68
15,Ricardo,34,CB,68,68
16,Gonzalo Pineda,31,CMCDM,68,68
17,Efraín Velarde,28,LBLMLWBCM,68,70
18,Toché,31,ST,68,68
19,Arizmendi,30,RMCAMST,68,68
20,Carlos Ochoa,36,STCFRW,68,68
21,Fausto Pinto,31,LBRBCB,68,68
22,José De la Cuesta,31,CB,68,68
23,Vicente Matías Vuoso,32,STLW,68,68
24,Christoph Janker,29,CBRB,68,69
25,Carlos Adrián Morales,35,LBLM,68,68
26,Luís Carlos,27,LMRMCAM,68,72
27,Scott McDonald,31,ST,68,68
28,Zubikarai,30,GK,68,68
29,Aloys Nong,30,STRW,68,68
0,Kenneth Emil Petersen,29,CB,68,69
1,Dawid Plizga,28,RMCAM,68,70
2,Shin Hwa Yong,31,GK,68,68
3,Kim Eun Jung,35,ST,68,68
4,Amin Askar,28,RMLM,68,68
5,Craig Mackail-Smith,30,ST,68,68
6,Lucas Licht,33,LB,68,68
7,Jakub Wawrzyniak,31,LB,68,68
8,Stephen Kelly,31,RBLB,68,68
9,Dean Marney,30,CMCDM,68,68
10,José Sand,34,ST,68,68
11,Chris Cohen,27,LBLMCM,68,69
12,Johan Lædre Bjørdal,28,CB,68,73
13,Franz Schiemer,28,CB,68,72
14,Ramazan Özcan,30,GK,68,68
15,Simon Poulsen,29,LB,68,68
16,Kasper Lorentzen,28,RMLM,68,68
17,Mads Junker,33,ST,68,68
18,Martin Vingaard,29,LWLMCM,68,68
19,Ronald Zubar,28,CB,68,68
20,Antonio Rosati,31,GK,68,69
21,Alessandro Potenza,30,CBRB,68,68
22,Sander Duits,31,CDM,68,68
23,Espen Ruud,30,RB,68,68
24,Artur Tlisov,32,CDMCM,68,68
25,Raúl Bravo,33,LBCB,68,68
26,Rafita,32,RB,68,68
27,Dani Giménez,31,GK,68,68
28,José Juan,34,GK,68,68
29,Jonathan Ruiz,32,CDMCM,68,68
0,Corona,33,CMCDM,68,68
1,Migue,34,CB,68,68
2,Joeano,35,ST,68,68
3,Mantecón,34,CMRBLB,68,68
4,Bruno Saltor,33,RBCM,68,68
5,Mora,35,CDMCM,68,68
6,Luciano Palos,31,GK,68,68
7,Karel D'Haene,34,CB,68,68
8,Rodrigo Díaz,33,CAM,68,68
9,Damían Albil,34,GK,68,68
10,Diego Herner,31,CB,68,68
11,Marcos Gelabert,33,CDMCM,68,68
12,Ernesto Farías,34,ST,68,68
13,Martín RomagnoliL,37,CDMCM,68,68
14,Román Martínez,31,CM,68,68
15,Maximiliano Velázquez,34,LB,68,68
16,Claudio Morel,36,LBCB,68,68
17,Ariel Garcé,35,CBRB,68,68
18,Reynald Lemaître,31,LBLWB,68,68
19,Zlatko Dedič,29,STCFRWLW,68,68
20,Alex Baptiste,28,RBCBLB,68,69
21,Ardian Gashi,33,CDMCM,68,68
22,Juan Carlos Menseguez,30,ST,68,68
23,Bruno Moraes,30,ST,68,68
24,Ricardo Osorio,34,CBLBCM,68,68
25,Hossam Ghaly,32,CMCDM,68,68
26,Mark-Jan Fledderus,31,LMCM,68,68
27,René Muzola Makondele,32,LW,68,68
28,Dmitriy Sychev,30,ST,68,68
29,Alessandro Cordaro,28,RM,68,69
0,Greg Halford,29,RBCBST,68,68
1,Fabián Vargas,34,CM,68,68
2,Manuel José,33,RW,68,68
3,Tiago Gomes,28,LB,68,69
4,Bryan Bergougnoux,31,CAMST,68,68
5,Vladan Kujovic,36,GK,68,68
6,Ángel,32,LB,68,68
7,Matthew Kilgallon,30,CBLBRB,68,68
8,Gino Coutinho,32,GK,68,68
9,Kevin Stuhr-Ellegaard,31,GK,68,68
10,Nat Borchers,33,CB,68,68
11,Francesco Benussi,32,GK,68,69
12,Christian Eigler,30,STRMLMCAM,68,68
13,Dominik Reinhardt,29,RBCB,68,68
14,Leandro Bonfim,30,CAMCMRMCDM,68,68
15,Paolo Bianco,37,CB,68,68
16,Martin Jørgensen,38,CMCDMCAM,68,68
17,Lee Chun Soo,33,CAMRMRWLM,68,68
18,Alex Geijo,32,STCF,68,68
19,Gabriel Tamaş,30,CBRBCDM,68,68
20,Martinez,34,CMCDM,68,68
21,Michel,33,CDMLB,68,68
22,Rodrigo Souto,31,CDMCM,68,68
23,Michael Liendl,28,CMCAM,68,68
24,Daniel Örlund,34,GK,68,68
25,Doblas,34,GK,68,68
26,Christian Obodo,30,CMCDM,68,68
27,Tyrone Mears,31,RB,68,68
28,Thomas Broich,33,LWCAM,68,68
29,Ricardo Fuller,34,ST,68,68
0,Christofer Heimeroth,33,GK,68,68
1,Javier Baraja,34,CDMCMCB,68,68
2,Rémi Gomis,30,CDMCM,68,68
3,Lopo,34,CB,68,68
4,Eduardo,34,ST,68,68
5,Deniz Dogan,34,CB,68,68
6,Fahid Ben Khalfallah,31,RMCAM,68,68
7,Nery Castillo,30,CFCAMRWST,68,68
8,Stefanos Kotsolis,35,GK,68,68
9,Stephen Warnock,32,LB,68,68
10,Matthew Taylor,32,CDMCM,68,68
11,Gordon Greer,33,CB,68,68
12,Gary O'Neil,31,RMCDM,68,68
13,Darius Henderson,33,ST,68,68
14,Danny Shittu,34,CB,68,68
15,Anthony Gardner,34,CB,68,68
16,Nano,32,LBLM,68,68
17,Espen Bugge Pettersen,34,GK,68,68
18,Zat Knight,34,CB,68,68
19,Bruno Grougi,31,CAMCM,68,68
20,Hjalte Bo Nørregaard,33,CM,68,68
21,David Dunn,34,CAMCM,68,68
22,Steve Harper,39,GK,68,68
23,Julio Álvarez,33,CAMCDMRM,68,68
24,Jon Busch,38,GK,68,68
25,Rubén Olivera,31,CMCAM,68,68
26,Martin Ericsson,34,CM,68,68
27,Eddie Johnson,30,ST,68,68
28,Ivan Pelizzoli,33,GK,68,68
29,Morten Rasmussen,29,ST,68,68
0,Keith Lasley,34,CM,68,68
1,Anders Møller Christensen,37,CB,68,68
2,Kim Nam Il,37,CDMCM,68,68
3,Steven Hammell,32,LBRB,68,68
4,Arkadiusz Głowacki,35,CB,68,68
5,Gary Taylor-Fletcher,33,STRWLW,68,68
6,Michael Dingsdag,31,CB,68,68
7,Juan Pablo Ángel,38,ST,68,68
8,Peguy Luyindula,35,CAMST,68,68
9,Toifilou Maoulida,35,RWST,68,68
10,Kevin Davies,37,ST,68,68
11,Manuel Pablo,38,RBLB,68,68
12,Lionel Scaloni,36,RBCBLB,68,68
13,Anthony Lurling,37,LWCAM,68,68
14,Carl Hoefkens,35,CBRB,68,68
15,Themba Zwane,25,CMCAM,67,75
16,Strahil Popov,24,RB,67,72
17,Natanael,23,LB,67,76
18,Yorley Mena,23,ST,67,72
19,Ante Puljić,26,CB,67,69
20,Daniel,20,CAM,67,77
21,Marcos Astina,18,RW,67,75
22,Buhle Mkhwanazi,24,CB,67,74
23,Zdravko Malinkov,30,RBLB,67,67
24,Grigore Gorskav,24,CFSTCAMRW,67,75
25,Wanderson,26,CFCAM,67,70
26,João Silva,24,ST,67,77
27,Illiass Bel Hassani,22,CAM,67,77
28,Alex Díaz,25,LB,67,71
29,Ebenezer Assifuah,21,STRWLW,67,80
0,Oumar Diakhité,20,CB,67,77
1,Bruno Lopes,28,ST,67,67
2,Carlos Nava,20,RWLM,67,70
3,Jherson Vergara,20,CB,67,81
4,Alex Colón,27,CAMLW,67,68
5,Dzhamaldin Khodzhaniyazov,18,LBCB,67,81
6,Aboubakar Oumarou,27,ST,67,69
7,César Fuentes,21,CMCDMRMRB,67,76
8,Javier Abella,20,LBRB,67,72
9,Giovanni Simeone,19,ST,67,74
10,Ruben Semedo,20,CB,67,81
11,Luciano Vázquez,29,ST,67,67
12,Wendell,21,LB,67,76
13,Matteo Politano,21,RWLWCF,67,74
14,Mohamed Amine Aoudia,27,ST,67,71
15,Antonio Medina,29,RW,67,67
16,José Luís Jiménez,31,RWSTLWRM,67,67
17,Rafael Delgado,24,LB,67,72
18,Damir Kreilach,25,CDMCM,67,73
19,Andrea Petagna,19,ST,67,82
20,Ramiro,21,CDMCM,67,71
21,Ayoze Pérez,21,STCAM,67,78
22,Deniz Türüç,21,CM,67,74
23,Bruno Pires,22,CBCDM,67,71
24,Gabriel Graciani,21,RM,67,74
25,Joaquín Correa,20,LMRM,67,75
26,Jonathan Schunke,27,CB,67,68
27,Jorge Velázquez,32,LM,67,67
28,Luciano Lollo,27,CB,67,68
29,Rodrigo Depetris,24,RMLM,67,72
0,Ramiro Cáseres,20,ST,67,75
1,Alejandro Donatti,27,CB,67,68
2,Silvinho,24,ST,67,74
3,Leandro Navarro,22,CMRM,67,75
4,Rubén Taucare,32,CBCDM,67,67
5,Rodrigo Naranjo,35,GK,67,67
6,Maximiliano Urruti,23,ST,67,75
7,Fernando Cordero,27,LMLBCM,67,67
8,Michael Ríos,30,RMCM,67,67
9,Leandro Benegas,25,ST,67,71
10,Rubén Farfán,22,RMRW,67,77
11,Jorge Valdez Chamorro,20,CM,67,74
12,Emiliano Romero,28,CAM,67,67
13,Lorenzo Reyes,23,CDMCM,67,76
14,Nery Veloso,27,GK,67,72
15,Nicolás Berardo,24,LB,67,69
16,Dagoberto Currimilla,26,RBRM,67,72
17,Nicolás Freire,20,CB,67,73
18,Henry Hernández,32,ST,67,67
19,Lewis Ochoa,30,RBRM,67,67
20,Wilson MoreloL,27,ST,67,70
21,Rodrigo Riquelme,30,CB,67,67
22,Sergio López,25,CAMRM,67,73
23,Leonardo Valencia,23,CAMRM,67,73
24,Fernando Battiste,30,CM,67,67
25,Mike CampazL,26,CDM,67,68
26,Cristian PalomequeL,20,LM,67,75
27,Diego Novoa,25,GK,67,71
28,John Valencia,32,CMCDM,67,67
29,Felipe Flores,27,STLW,67,70
0,Juan Delgado,21,LWRWST,67,70
1,Claudio Baeza,20,CMCDM,67,78
2,César Fawcett,30,LB,67,67
3,John Hernández,28,CMCAM,67,67
4,Jefferson Mena,25,CB,67,72
5,César Arias,26,ST,67,68
6,Néider Morantes,39,CAMLM,67,67
7,Douglas Coutinho,20,STRM,67,82
8,Frank FabraL,23,LB,67,72
9,Johan Mojica,22,LB,67,74
10,Dávinson Monsalve,30,CB,67,67
11,Bruno,23,GK,67,74
12,Helton Leite,23,GK,67,73
13,Eduard Sobol,19,LB,67,78
14,João Meira,27,CB,67,71
15,Felipe Mora,21,ST,67,77
16,Emilijus Zubas,24,GK,67,71
17,Kaku Guélor Kanga,24,CAM,67,75
18,Thanasis Dinas,24,LMRMSTCAM,67,73
19,Yuji Ono,21,LM,67,75
20,Daniel Amartey,19,CBCM,67,80
21,Mario Lemina,21,CMCDM,67,75
22,Kim Seung Dae,23,STCFLWCAM,67,71
23,Jorrit Hendrix,19,CB,67,76
24,DeAndre YedlinL,21,RB,67,82
25,Nahuel Zárate,21,LB,67,70
26,Oswaldo Henríquez,25,CB,67,69
27,Jherson Córdoba,26,CDMCM,67,69
28,Fernando Ferreira,27,CMCDM,67,71
29,Maximiliano Rodriguez,23,CAM,67,74
0,Robin RamírezL,24,ST,67,74
1,Augusto Solari,22,RM,67,73
2,Michael Heylen,20,CB,67,76
3,Carlos Saucedo,35,ST,67,67
4,Luciano,21,ST,67,78
5,Robert Berič,23,ST,67,75
6,Sheldon Bateau,23,CBCDM,67,74
7,Betinho,21,ST,67,80
8,Federico Barba,21,CB,67,70
9,Nixon,22,STRW,67,78
10,Karol Linetty,19,CDMCAMRM,67,76
11,Israel Puerto,21,CB,67,73
12,Esteban Saveljich,23,CB,67,73
13,Fabrice Olinga,18,LMRMCAM,67,83
14,Lévy Madinda,22,CDMCM,67,75
15,Manquillo,20,RB,67,80
16,Nikolaos Karelis,22,LWLMST,67,73
17,Elseid Hysaj,20,LBRB,67,74
18,Douglas,20,LBLM,67,76
19,Nikos Marinakis,21,RB,67,76
20,Dimitris Diamantakos,21,ST,67,72
21,Ilir Azemi,22,STLW,67,72
22,Luiz GustavoL,20,CBCDM,67,72
23,Mansour Al Harbi,26,LB,67,72
24,Johannes Wurtz,22,CAMSTLMCF,67,75
25,Grimaldo,18,LB,67,78
26,Orhan Ademi,22,STCF,67,72
27,Chisamba Lungu,23,RMRWCF,67,75
28,Joshua Brenet,20,RB,67,75
29,Danny VerbeekL,24,RWLW,67,71
0,Konstantinos Triantafyllopoulos,21,CBRB,67,74
1,Abdul Rahman Baba,20,LB,67,74
2,Hussain Al Mogahwi,26,LMCAMCDM,67,71
3,Ricardo Ribeiro,24,GK,67,74
4,Mustafa Saymak,21,RMCAM,67,76
5,Ruslan Mukhametshin,32,ST,67,67
6,Henrique,23,CMCAM,67,72
7,Renaldo Adega,34,GK,67,67
8,Harrison Henao,27,CDM,67,69
9,Ronny Philp,25,RBRM,67,72
10,Khaled Al Zylaeei,27,RMCAMLM,67,68
11,Nathan Aké,19,CBCDM,67,82
12,Daniel Łukasik,23,CDMCM,67,73
13,Wellington Silva,26,RBLB,67,75
14,Auremir,23,RBCDM,67,75
15,Gideão,26,GK,67,73
16,Martin Dausch,28,CAMLMRM,67,69
17,Isaac Becerra,26,GK,67,71
18,Fabian Holland,24,LB,67,70
19,Mitchell Dijks,21,LB,67,73
20,Bryan Cristante,19,CDM,67,82
21,Federico Andrada,20,ST,67,74
22,Jorge Claros,28,CDM,67,67
23,Thandani Ntshumayelo,24,CDMCM,67,75
24,Arturo González,20,CM,67,82
25,Luis Nery Caballero,24,STCAM,67,74
26,Steeve Yago,21,CBLB,67,73
27,Bryan Carrasco,23,RMRWRB,67,79
28,Mohamed Yattara,21,ST,67,76
29,Leke Samson James,21,ST,67,73
0,Rafael DonatoL,25,CB,67,72
1,Jesse Lingard,21,CAMLMLW,67,77
2,Franco Vázquez,25,CAMCF,67,74
3,Juan Carlos Paredes,27,RBRM,67,68
4,Matías Campos Toro,25,LMLBLW,67,73
5,Roberto Torres,25,CAMLM,67,72
6,Philipp Hofmann,21,ST,67,78
7,Ivan Tričkovski,27,LMRM,67,68
8,Joseph Lopy,22,CDM,67,75
9,Adriá Carmona,22,LMCFRMST,67,73
10,Miroslav Stevanović,24,RM,67,72
11,Christian Alfonso,25,CAMLMST,67,75
12,Dominique Heintz,21,CBLB,67,76
13,Anastasios Lagos,22,CDMCMCB,67,75
14,Bryan Verboom,22,LB,67,73
15,Erik Johansson,25,CB,67,70
16,Amin Younes,21,CFLMRM,67,78
17,Dimitris Anakoglou,23,CAMLMCM,67,75
18,Alexander Ring,23,CMCDMRM,67,73
19,Leonardo Pavoletti,25,ST,67,75
20,Gaston Brugman,22,CMCDM,67,75
21,Alessandro Longhi,25,LBLM,67,70
22,Ignacio Lores Varela,23,LWRW,67,79
23,Lucky Baloyi,23,CDMRMRB,67,70
24,Jordon Ibe,18,LMLWST,67,77
25,André Micael,25,CB,67,71
26,Matteo Bianchetti,21,CB,67,81
27,Emyr Huws,20,CMCDM,67,78
28,Ruiz de Galarreta,21,CAMCDM,67,77
29,Ferhan Hasani,24,RMLM,67,74
0,Fagner,26,CFRMCAMST,67,69
1,Elton,24,CDMCM,67,74
2,Paweł Olkowski,24,RBRM,67,73
3,Willi Orban,21,CBCDMRB,67,71
4,Luis Advíncula,24,RBRM,67,73
5,Riyad Mahrez,23,RMLM,67,75
6,Dani Nieto,23,RWLWLMST,67,73
7,Yanic Wildschut,22,LWRW,67,75
8,Özkan Yildirim,21,CAMLM,67,77
9,Craig Forsyth,25,LBLWB,67,70
10,Saido Berahino,21,ST,67,82
11,Cristian Herrera,23,STCF,67,75
12,Thomas Guerbert,25,CAMLM,67,76
13,Tom Trybull,21,CDMCM,67,75
14,William BarbioL,21,STCF,67,76
15,Elivélton,22,CB,67,75
16,Stelios Kitsiou,20,RBCDM,67,71
17,Kaja Rogulj,28,CB,67,72
18,Juan Valencia,28,LBLM,67,67
19,Jomar,21,CB,67,79
20,Felipe Seymour,27,CMCDM,67,73
21,Sergio Rodríguez,22,CAMLM,67,78
22,Tefu Mashamaite,29,CBLB,67,68
23,Gaëtan Courtet,25,ST,67,71
24,Luigi Castaldo,32,ST,67,67
25,Alyaksandr Martynovich,27,CB,67,71
26,Santos,24,GK,67,72
27,Marc Pfitzner,30,CDMCM,67,67
28,Robert Hall,20,LM,67,78
29,Andrey Galabinov,25,ST,67,68
0,Amaury Escoto,21,RWLWST,67,73
1,Willian Rocha,25,LBCB,67,73
2,Welder,23,RB,67,73
3,Amidu Salifu,21,CMCDM,67,79
4,Tim Kister,27,CB,67,69
5,Thomas Monconduit,23,CDMCM,67,73
6,Yun Il Lok,22,LWRWSTLM,67,73
7,Neeskens Kebano,22,CAM,67,74
8,Jody Lukoki,21,RW,67,75
9,Sergi Darder,20,CMCDM,67,72
10,Jérôme Roussillon,21,LB,67,78
11,Aníbal Capela,23,CB,67,76
12,Navarone Foor,22,CAMRW,67,74
13,Rodrigo Ely,20,CB,67,75
14,RildoL,25,STLW,67,74
15,Hernán,24,CDMRBCM,67,71
16,Carlinhos,27,LB,67,68
17,Joackim Jørgensen,25,CDMCM,67,71
18,Luciano Slagveer,20,RWLW,67,73
19,Ninos Gouriye,23,LW,67,72
20,Joshua Gatt,23,RMLMRB,67,75
21,David Biton,26,ST,67,69
22,Dorian Klonaridis,22,LMCAM,67,79
23,Douglas Silva,30,CB,67,67
24,Sinisa Anđelković,28,CB,67,69
25,Ryo Miyaichi,21,RMRW,67,77
26,Thomas Bruns,22,CMRM,67,73
27,Erik Morán,23,CDMCM,67,71
28,Simon Thern,22,CMLM,67,75
29,Kim Jin Hyeon,27,GK,67,72
0,Diego Fagundez,19,LMRMSTLW,67,74
1,Markus Mendler,21,RMLM,67,75
2,Mathieu Deplagne,22,RBCB,67,73
3,Elias Kachunga,22,STRMRW,67,76
4,Cristiano Biraghi,22,LBLM,67,74
5,Fernández,24,RB,67,76
6,Alessandro Iacobucci,23,GK,67,76
7,Fegor Ogude,27,CMCBCDM,67,73
8,Robert Žulj,22,CFCAMST,67,70
9,Nicklas Helenius,23,ST,67,76
10,Eron,22,LB,67,76
11,Anastasios Papazoglou,25,CBRB,67,70
12,Elvis Manu,21,LW,67,77
13,Gaëtan Bussmann,23,LB,67,74
14,Jerry Mbakogu,21,ST,67,77
15,Bruno UviniL,23,CB,67,78
16,Liam Moore,21,CBRB,67,82
17,Carlos Delgado,24,CBLB,67,72
18,Benjamin Lecomte,23,GK,67,74
19,Yoon Bit Ga Ram,24,CAMCDMCM,67,68
20,Park Jun Hyuk,27,GK,67,68
21,Carles Planas,23,LBCB,67,78
22,Lukas Rupp,23,RMCAMCMLM,67,73
23,Johan Kappelhof,24,CBRB,67,71
24,Maciej Jankowski,24,STCF,67,71
25,Pablo Pintos,27,RB,67,68
26,Jamie Paterson,22,LMLWCAM,67,72
27,Christian Cellay,33,CB,67,67
28,Zakarya Bergdich,25,LBLM,67,71
29,Romain Métanire,24,RB,67,73
0,Bartosz Bereszyński,22,RBRMCF,67,73
1,Ivica Vrdoljak,31,CDMCM,67,67
2,Leandro González Pirez,22,CB,67,76
3,Joffrey Cuffaut,26,RB,67,69
4,Pier Barrios,24,RB,67,70
5,Manuel Riemann,26,GK,67,73
6,Santos,28,CFRWCMCAM,67,67
7,Matheus,25,CAM,67,70
8,Matt Smith,31,CB,67,67
9,Haris Radetinac,28,RM,67,68
